timestamp,hospital_id,hospital_name,location,hospital_class,total_beds,occupied_beds,available_beds,occupancy_rate,status,wait_time_minutes
2025-12-11 16:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,87,15,85.84,HAMPIR PENUH,154
2025-12-11 22:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,85,17,84.16,SIBUK,70
2025-12-12 04:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,68,34,66.74,NORMAL,38
2025-12-12 10:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,96,6,94.62,HAMPIR PENUH,160
2025-12-12 16:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,88,14,87.16,HAMPIR PENUH,134
2025-12-12 22:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,84,18,83.11,SIBUK,113
2025-12-13 04:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,70,32,69.29,NORMAL,31
2025-12-13 10:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,73,29,72.0,SIBUK,62
2025-12-13 16:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,87,15,85.55,HAMPIR PENUH,145
2025-12-13 22:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,70,32,69.6,NORMAL,36
2025-12-14 04:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,73,29,72.07,SIBUK,96
2025-12-14 10:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,88,14,87.22,HAMPIR PENUH,140
2025-12-14 16:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,73,29,71.62,SIBUK,91
2025-12-14 22:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,73,29,72.47,SIBUK,118
2025-12-15 04:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,71,31,70.39,SIBUK,69
2025-12-15 10:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,78,24,76.68,SIBUK,75
2025-12-15 16:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,90,12,88.56,HAMPIR PENUH,154
2025-12-15 22:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,74,28,73.14,SIBUK,97
2025-12-16 04:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,67,35,66.05,NORMAL,48
2025-12-16 10:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,81,21,80.01,SIBUK,74
2025-12-16 16:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,96,6,94.81,HAMPIR PENUH,128
2025-12-16 22:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,80,22,78.98,SIBUK,65
2025-12-17 04:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,74,28,72.68,SIBUK,115
2025-12-17 10:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,74,28,72.84,SIBUK,100
2025-12-17 16:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,75,27,74.08,SIBUK,103
2025-12-17 22:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,78,24,76.91,SIBUK,64
2025-12-18 04:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,66,36,65.17,NORMAL,49
2025-12-18 10:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,96,6,94.78,HAMPIR PENUH,153
2025-12-18 16:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,77,25,76.35,SIBUK,95
2025-12-18 22:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,89,13,87.27,HAMPIR PENUH,120
2025-12-19 04:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,72,30,71.15,SIBUK,67
2025-12-19 10:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,88,14,87.0,HAMPIR PENUH,154
2025-12-19 16:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,90,12,88.71,HAMPIR PENUH,169
2025-12-19 22:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,83,19,82.08,SIBUK,67
2025-12-20 04:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,61,41,60.15,NORMAL,35
2025-12-20 10:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,78,24,77.29,SIBUK,106
2025-12-20 16:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,88,14,87.21,HAMPIR PENUH,136
2025-12-20 22:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,87,15,85.4,HAMPIR PENUH,168
2025-12-21 04:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,59,43,57.94,NORMAL,59
2025-12-21 10:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,70,32,69.12,NORMAL,50
2025-12-21 16:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,75,27,73.64,SIBUK,100
2025-12-21 22:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,76,26,74.98,SIBUK,72
2025-12-22 04:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,61,41,60.47,NORMAL,54
2025-12-22 10:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,75,27,74.12,SIBUK,109
2025-12-22 16:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,94,8,92.96,HAMPIR PENUH,178
2025-12-22 22:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,68,34,66.95,NORMAL,40
2025-12-23 04:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,68,34,67.27,NORMAL,33
2025-12-23 10:13:49,3175414,RS Umum Daerah Cilincing,Kota Jakarta Utara,C,102,94,8,93.12,HAMPIR PENUH,176
2025-12-02 10:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,28,2,94.51,HAMPIR PENUH,171
2025-12-02 16:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,23,7,77.74,SIBUK,63
2025-12-02 22:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,21,9,72.63,SIBUK,96
2025-12-03 04:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,22,8,76.55,SIBUK,65
2025-12-03 10:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,26,4,88.24,HAMPIR PENUH,172
2025-12-03 16:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,21,9,71.84,SIBUK,108
2025-12-03 22:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,23,7,79.52,SIBUK,68
2025-12-04 04:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,17,13,59.97,NORMAL,45
2025-12-04 10:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,28,2,93.56,HAMPIR PENUH,130
2025-12-04 16:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,23,7,76.69,SIBUK,115
2025-12-04 22:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,24,6,81.27,SIBUK,73
2025-12-05 04:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,22,8,76.19,SIBUK,108
2025-12-05 10:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,26,4,88.19,HAMPIR PENUH,132
2025-12-05 16:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,26,4,87.77,HAMPIR PENUH,145
2025-12-05 22:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,27,3,90.45,HAMPIR PENUH,161
2025-12-06 04:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,18,12,61.69,NORMAL,58
2025-12-06 10:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,23,7,78.79,SIBUK,67
2025-12-06 16:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,21,9,72.45,SIBUK,64
2025-12-06 22:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,21,9,71.18,SIBUK,97
2025-12-07 04:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,19,11,65.16,NORMAL,48
2025-12-07 10:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,21,9,71.8,SIBUK,64
2025-12-07 16:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,24,6,83.26,SIBUK,63
2025-12-07 22:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,20,10,68.73,NORMAL,58
2025-12-08 04:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,17,13,58.01,NORMAL,40
2025-12-08 10:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,21,9,71.88,SIBUK,75
2025-12-08 16:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,23,7,77.02,SIBUK,91
2025-12-08 22:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,21,9,72.0,SIBUK,68
2025-12-09 04:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,21,9,72.02,SIBUK,116
2025-12-09 10:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,25,5,84.26,SIBUK,90
2025-12-09 16:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,22,8,76.14,SIBUK,90
2025-12-09 22:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,25,5,86.01,HAMPIR PENUH,132
2025-12-10 04:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,17,13,59.29,NORMAL,51
2025-12-10 10:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,24,6,80.79,SIBUK,87
2025-12-10 16:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,24,6,80.3,SIBUK,115
2025-12-10 22:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,25,5,84.16,SIBUK,103
2025-12-11 04:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,21,9,70.61,SIBUK,101
2025-12-11 10:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,21,9,72.56,SIBUK,85
2025-12-11 16:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,26,4,88.15,HAMPIR PENUH,171
2025-12-11 22:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,26,4,87.29,HAMPIR PENUH,135
2025-12-12 04:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,18,12,61.25,NORMAL,47
2025-12-12 10:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,24,6,81.23,SIBUK,87
2025-12-12 16:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,22,8,74.67,SIBUK,89
2025-12-12 22:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,21,9,72.84,SIBUK,119
2025-12-13 04:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,16,14,55.96,NORMAL,55
2025-12-13 10:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,26,4,86.87,HAMPIR PENUH,155
2025-12-13 16:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,20,10,68.92,NORMAL,50
2025-12-13 22:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,25,5,86.02,HAMPIR PENUH,173
2025-12-14 04:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,16,14,54.79,NORMAL,32
2025-12-14 10:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,26,4,88.4,HAMPIR PENUH,174
2025-12-14 16:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,21,9,72.18,SIBUK,86
2025-12-14 22:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,22,8,74.49,SIBUK,73
2025-12-15 04:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,22,8,74.88,SIBUK,117
2025-12-15 10:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,21,9,71.58,SIBUK,84
2025-12-15 16:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,21,9,70.18,SIBUK,84
2025-12-15 22:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,21,9,73.2,SIBUK,110
2025-12-16 04:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,21,9,73.27,SIBUK,78
2025-12-16 10:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,24,6,80.59,SIBUK,106
2025-12-16 16:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,28,2,94.76,HAMPIR PENUH,155
2025-12-16 22:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,24,6,82.57,SIBUK,91
2025-12-17 04:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,18,12,60.51,NORMAL,39
2025-12-17 10:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,22,8,75.51,SIBUK,63
2025-12-17 16:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,25,5,84.46,SIBUK,94
2025-12-17 22:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,20,10,68.38,NORMAL,40
2025-12-18 04:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,17,13,58.53,NORMAL,48
2025-12-18 10:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,24,6,81.93,SIBUK,118
2025-12-18 16:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,27,3,91.23,HAMPIR PENUH,130
2025-12-18 22:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,20,10,68.28,NORMAL,46
2025-12-19 04:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,17,13,59.0,NORMAL,35
2025-12-19 10:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,21,9,71.82,SIBUK,64
2025-12-19 16:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,26,4,86.84,HAMPIR PENUH,135
2025-12-19 22:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,22,8,76.48,SIBUK,120
2025-12-20 04:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,21,9,71.63,SIBUK,75
2025-12-20 10:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,24,6,80.23,SIBUK,62
2025-12-20 16:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,24,6,81.18,SIBUK,86
2025-12-20 22:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,23,7,78.34,SIBUK,96
2025-12-21 04:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,19,11,64.56,NORMAL,59
2025-12-21 10:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,21,9,72.75,SIBUK,102
2025-12-21 16:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,25,5,83.46,SIBUK,75
2025-12-21 22:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,20,10,69.55,NORMAL,34
2025-12-22 04:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,21,9,70.98,SIBUK,79
2025-12-22 10:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,24,6,81.44,SIBUK,119
2025-12-22 16:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,26,4,88.73,HAMPIR PENUH,124
2025-12-22 22:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,20,10,67.16,NORMAL,49
2025-12-23 04:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,23,7,77.59,SIBUK,66
2025-12-23 10:13:49,3672003,RS Ibu dan Anak Mutiara Bunda,Kota Cilegon,C,30,21,9,71.94,SIBUK,73
2025-12-02 10:13:49,3604050,RS Permata Serdang,Serang,D,61,40,21,66.12,NORMAL,34
2025-12-02 16:13:49,3604050,RS Permata Serdang,Serang,D,61,45,16,74.58,SIBUK,116
2025-12-02 22:13:49,3604050,RS Permata Serdang,Serang,D,61,33,28,54.85,NORMAL,37
2025-12-03 04:13:49,3604050,RS Permata Serdang,Serang,D,61,31,30,51.89,NORMAL,35
2025-12-03 10:13:49,3604050,RS Permata Serdang,Serang,D,61,39,22,64.78,NORMAL,47
2025-12-03 16:13:49,3604050,RS Permata Serdang,Serang,D,61,42,19,70.03,SIBUK,99
2025-12-03 22:13:49,3604050,RS Permata Serdang,Serang,D,61,44,17,72.14,SIBUK,111
2025-12-04 04:13:49,3604050,RS Permata Serdang,Serang,D,61,34,27,56.49,NORMAL,30
2025-12-04 10:13:49,3604050,RS Permata Serdang,Serang,D,61,42,19,69.32,NORMAL,47
2025-12-04 16:13:49,3604050,RS Permata Serdang,Serang,D,61,37,24,62.03,NORMAL,51
2025-12-04 22:13:49,3604050,RS Permata Serdang,Serang,D,61,33,28,55.51,NORMAL,58
2025-12-05 04:13:49,3604050,RS Permata Serdang,Serang,D,61,29,32,48.08,TERSEDIA,18
2025-12-05 10:13:49,3604050,RS Permata Serdang,Serang,D,61,44,17,73.72,SIBUK,107
2025-12-05 16:13:49,3604050,RS Permata Serdang,Serang,D,61,40,21,67.05,NORMAL,38
2025-12-05 22:13:49,3604050,RS Permata Serdang,Serang,D,61,35,26,58.88,NORMAL,36
2025-12-06 04:13:49,3604050,RS Permata Serdang,Serang,D,61,33,28,54.65,NORMAL,36
2025-12-06 10:13:49,3604050,RS Permata Serdang,Serang,D,61,40,21,66.23,NORMAL,57
2025-12-06 16:13:49,3604050,RS Permata Serdang,Serang,D,61,35,26,58.26,NORMAL,45
2025-12-06 22:13:49,3604050,RS Permata Serdang,Serang,D,61,33,28,55.38,NORMAL,59
2025-12-07 04:13:49,3604050,RS Permata Serdang,Serang,D,61,34,27,56.63,NORMAL,32
2025-12-07 10:13:49,3604050,RS Permata Serdang,Serang,D,61,39,22,65.23,NORMAL,56
2025-12-07 16:13:49,3604050,RS Permata Serdang,Serang,D,61,35,26,58.5,NORMAL,30
2025-12-07 22:13:49,3604050,RS Permata Serdang,Serang,D,61,34,27,56.86,NORMAL,34
2025-12-08 04:13:49,3604050,RS Permata Serdang,Serang,D,61,34,27,56.22,NORMAL,38
2025-12-08 10:13:49,3604050,RS Permata Serdang,Serang,D,61,36,25,59.3,NORMAL,44
2025-12-08 16:13:49,3604050,RS Permata Serdang,Serang,D,61,40,21,67.02,NORMAL,43
2025-12-08 22:13:49,3604050,RS Permata Serdang,Serang,D,61,39,22,64.15,NORMAL,33
2025-12-09 04:13:49,3604050,RS Permata Serdang,Serang,D,61,28,33,47.12,TERSEDIA,19
2025-12-09 10:13:49,3604050,RS Permata Serdang,Serang,D,61,40,21,66.9,NORMAL,56
2025-12-09 16:13:49,3604050,RS Permata Serdang,Serang,D,61,38,23,63.41,NORMAL,47
2025-12-09 22:13:49,3604050,RS Permata Serdang,Serang,D,61,34,27,56.35,NORMAL,34
2025-12-10 04:13:49,3604050,RS Permata Serdang,Serang,D,61,28,33,46.58,TERSEDIA,26
2025-12-10 10:13:49,3604050,RS Permata Serdang,Serang,D,61,45,16,73.9,SIBUK,110
2025-12-10 16:13:49,3604050,RS Permata Serdang,Serang,D,61,45,16,75.35,SIBUK,62
2025-12-10 22:13:49,3604050,RS Permata Serdang,Serang,D,61,43,18,70.54,SIBUK,73
2025-12-11 04:13:49,3604050,RS Permata Serdang,Serang,D,61,34,27,56.95,NORMAL,51
2025-12-11 10:13:49,3604050,RS Permata Serdang,Serang,D,61,35,26,58.14,NORMAL,54
2025-12-11 16:13:49,3604050,RS Permata Serdang,Serang,D,61,40,21,67.19,NORMAL,57
2025-12-11 22:13:49,3604050,RS Permata Serdang,Serang,D,61,37,24,61.23,NORMAL,49
2025-12-12 04:13:49,3604050,RS Permata Serdang,Serang,D,61,35,26,58.04,NORMAL,59
2025-12-12 10:13:49,3604050,RS Permata Serdang,Serang,D,61,45,16,74.51,SIBUK,115
2025-12-12 16:13:49,3604050,RS Permata Serdang,Serang,D,61,36,25,59.32,NORMAL,55
2025-12-12 22:13:49,3604050,RS Permata Serdang,Serang,D,61,42,19,68.87,NORMAL,58
2025-12-13 04:13:49,3604050,RS Permata Serdang,Serang,D,61,30,31,49.95,TERSEDIA,20
2025-12-13 10:13:49,3604050,RS Permata Serdang,Serang,D,61,40,21,67.15,NORMAL,40
2025-12-13 16:13:49,3604050,RS Permata Serdang,Serang,D,61,41,20,68.01,NORMAL,43
2025-12-13 22:13:49,3604050,RS Permata Serdang,Serang,D,61,39,22,65.28,NORMAL,57
2025-12-14 04:13:49,3604050,RS Permata Serdang,Serang,D,61,33,28,54.92,NORMAL,37
2025-12-14 10:13:49,3604050,RS Permata Serdang,Serang,D,61,35,26,58.31,NORMAL,55
